;;;;;;;;;;
Título do Acordo;Tipo do Acordo;;;Outra Parte;Assuntos;Nº de Série;Nº da Pasta;;Data;Status da Tramitação 
Tratado que Estabelece uma Zona de Livre Comércio e Institui a Associação Latino Americana de Livre Comércio (Tratado de Montevidéu).;Multilateral;;;N/A;Aladi;8553;;;18/02/1960;Em Vigor
5º Protocolo sobre Tratamento Especial em Favor da Bolívia e do Paraguai. (Assinado por Ocasião do Tratado de Montevidéu).;Multilateral;;;N/A;Alalc;8552;;;18/02/1960;Superado
4º Protocolo sobre Compromissos de Compra e Venda de Petróleo e seus Derivados. (Assinado por Ocasião do Tratado de Montevidéu).;Multilateral;;;N/A;Alalc;8551;;;18/02/1960;Superado
2º Protocolo sobre a Constituição de um Comitê Provisório. (Assinado por Ocasião do Tratado de Montevidéu).;Multilateral;;;N/A;Alalc;8550;;;18/02/1960;Superado
1º Protocolo sobre Normas e Procedimentos para as Negociações.;Multilateral;;;N/A;Alalc;8549;;;18/02/1960;Superado
Resolução Adotada pela Conferência Intergovernamental para o Estabelecimento de uma Zona de Livre Comércio entre Países da América Latina.;Multilateral;;;N/A;Alalc;8548;;;18/02/1960;Superado
Estatutos da Associação Internacional de Desenvolvimento.;Multilateral;;;N/A;Aladi;8547;;;26/01/1960;Em Vigor
Convenção que Estabelece a Associação Européia de Livre Comércio.;Multilateral;;;N/A;Convenções Européias;8546;;;04/01/1960;Em promulgação/MRE
Convenção Internacional de Telecomunicações (Constitui a União Internacional de Telecomunicações).;Multilateral;;;N/A;Meios de Comunicação;8545;;;21/12/1959;Tramitação MRE
Tratado sobre a Antártida;Multilateral;;;N/A;"Antártida 
Ciência e Tecnologia";8544;;;01/12/1959;Em Vigor
Ata Prorrogando a Validade da Declaração que Prorroga o Status Quo Previsto no Artigo 16, Parágrafo 4 do GATT.;Multilateral;;;N/A;Gatt;8542;;;19/11/1959;Em promulgação/MRE
Convenção que Coloca a Comissão Internacional do Álamo dentro da Estrutura da FAO.;Multilateral;;;N/A;Aladi;8541;;;19/11/1959;Tramitação MRE
Acordo para o Estabelecimento em Caráter Permanente, de um Instituto Latino-Americano de Treinamento e Pesquisas Florestais sob os Auspícios da Organização das Nações Unidas para a Alimentação e a Agricultura.;Multilateral;;;N/A;Energia Nuclear;8540;;;18/11/1959;Em Vigor
Declaração sobre a Adesão Provisória da Tunísia.;Multilateral;;;N/A;Gatt;8539;;;12/11/1959;Em Vigor
Declaração sobre as Relações entre as Partes Contratantes e a Polônia.;Multilateral;;;N/A;Gatt;8538;;;09/11/1959;Em promulgação/MRE
Novo Protocolo de Retificação e Modificação do Texto das Listas Anexas ao GATT.;Multilateral;;;N/A;Gatt;8537;;;17/08/1959;Em promulgação/MRE
Acordo sobre Privilégios e Imunidades da Agência Internacional de Energia Atômica;Multilateral;;;N/A;Privilégios e Imunidades;8536;;;01/07/1959;Em Vigor
Convenção nº 113 da OIT Relativa ao Exame Médico dos Pescadores.;Multilateral;;;N/A;Política do Trabalho;8535;;;15/06/1959;Em Vigor
Convenção nº 114 da OIT Relativa ao Contrato de Trabalho dos Pescadores.;Multilateral;;;N/A;Política do Trabalho;8534;;;25/06/1959;Superado
Convenção nº 112 da OIT Relativa à Idade Mínima de Admissão ao Trabalho de Pescador.;Multilateral;;;N/A;Política do Trabalho;8533;;;24/06/1959;Superado
Declaração sobre a Adesão Provisória de Israel.;Multilateral;;;N/A;Gatt;8532;;;29/05/1959;Em promulgação/MRE
Declaração sobre Relações entre as Partes Contratantes e a Iugoslávia.;Multilateral;;;N/A;Gatt;8531;;;25/05/1959;Em promulgação/MRE
Ata Suplementar à Ata Contendo Listas de Concessões a serem Anexadas ao Protocolo Relativo às Negociações para o Estabelecimento de Nova Lista III - Brasil (Brasil Estados Unidos da América).;Multilateral;;;N/A;Gatt;8530;;;23/05/1959;Em promulgação/MRE
Ata Contendo Listas de Concessões a serem Anexadas ao Protocolo Relativo à Negociações para o Estabelecimento de Nova Lista III - Brasil (Brasil e Grã-Bretanha);Multilateral;;;N/A;Gatt;8529;;;13/05/1959;Em Vigor
Estatuto da Comissão Interamericana de Energia Nuclear.;Multilateral;;;N/A;Energia Nuclear;8528;;;22/04/1959;Tramitação MRE
Convenção Européia sobre Assistência Judiciária em Matéria Penal.;Multilateral;;;N/A;Convenções Européias;8527;;;20/04/1959;Tramitação MRE
Emenda ao Artigo 13 da Convenção da Organização Meteorológica Mundial.;Multilateral;;;N/A;Meteorologia;8526;;;15/04/1959;Em Ratificação
Convênio Constitutivo do Banco Interamericano de Desenvolvimento.;Multilateral;;;N/A;Aladi;8525;;;08/04/1959;Em Vigor
Acordo Internacional do Trigo.;Multilateral;;;N/A;Produtos de Base;8524;;;06/04/1959;Tramitação MRE
Ata Contendo Lista a ser Anexada ao Protocolo Relativo a Negociações para o Estabelecimento de Nova Lista III - Brasil (Brasil/ e Benelux).;Multilateral;;;N/A;Gatt;8523;;;10/03/1959;Em promulgação/MRE
Oitavo Protocolo de Retificação e de Modificação do Texto das Listas Anexas ao GATT.;Multilateral;;;N/A;Gatt;8522;;;18/02/1959;Em promulgação/MRE
Ata Contendo Listas de Concessões a Serem Anexas ao Protocolo Relativo a Negociações para o Estabelecimento de Nova Lista III - Brasil (Brasil - Estados Unidos da América).;Multilateral;;;N/A;Gatt;8521;;;10/02/1959;Em promulgação/MRE
Convenção sobre a Pesca no Atlântico Nordeste.;Multilateral;;;N/A;Pesca;8520;;;24/01/1959;Tramitação MRE
Convenção Aduaneira sobre Transporte Internacional de Mercadorias com Cobertura das Cadernetas TIR.;Multilateral;;;N/A;Política Aduaneira;8519;;;15/01/1959;Em promulgação/MRE
Revisão de Lisboa que Modifica a Convenção da União de Paris para a Proteção da Propriedade Industrial de 1883. (Revisada em Bruxelas, a 14 de Dezembro de 1900, em Washington, a 02 de Junho de 1911, em Haia, a 06 de Novembro de 1925 e em Londres, a 02 de Junho de 1934).;Multilateral;;;N/A;Propriedade Intelectual e Industrial;8518;;;31/12/1958;Em promulgação/MRE
Protocolo Relativo às Negociações entre as Partes Contratantes para o Estabelecimento de uma Nova Lista III - Brasil.;Multilateral;;;N/A;Gatt;8517;;;31/12/1958;Em promulgação/MRE
Convenção sobre Trocas Internacionais de Publicações.;Multilateral;;;N/A;Cultura;8516;;;03/12/1958;Em Vigor
Convenção sobre as Trocas entre Estados de Publicações Oficiais e Documentos Governamentais.;Multilateral;;;N/A;Cultura;8515;;;03/12/1958;Tramitação MRE
Protocolo de Emenda à Convenção sobre o Instituto Interamericano de Ciências Agronômicas.;Multilateral;;;N/A;Direito Internacional Privado;8514;;;01/12/1958;Tramitação MRE
Acordo Internacional do Açucar.;Multilateral;;;N/A;Produtos de Base;8513;;;01/12/1958;Tramitação MRE
Regulamento Telefônico (Revisão de Genebra, 1958) Anexo à Convenção Internacional de Telecomunicações (Buenos Aires, 1952).;Multilateral;;;N/A;Meios de Comunicação;8512;;;29/11/1958;Em Ratificação
Declaração sobre a Adesão Provisória da Suíça.;Multilateral;;;N/A;Gatt;8511;;;22/11/1958;Em Vigor
Ata Prorrogando a Validade da Declaração que Prorroga o Status Quo Previsto no Artigo 16, Parágrafo 4 do GATT.;Multilateral;;;N/A;Gatt;8510;;;22/11/1958;Em promulgação/MRE
Nono Protocolo Concessões Adicionais (Finlândia e Alemanha).;Multilateral;;;N/A;Gatt;8509;;;22/11/1958;Tramitação MRE
Acordo de Madri para a Repressão das Indicações de Procedência Falsas ou Falaciosas das Rercadorias (Revisto em Washington, na Haia e em Londres).;Multilateral;;;N/A;Propriedade Intelectual e Industrial;8508;;;31/10/1958;Em promulgação/MRE
Declaração Conjunta sobre Preferência Regional Inter-Latino-Americana.;Multilateral;;;N/A;Declaração Conjunta;8506;;;31/10/1958;Tramitação MRE
Convenção nº 111 da OIT sobre Discriminação em Matéria de Emprego e Profissão.;Multilateral;;;N/A;Política do Trabalho;8505;;;25/06/1958;Em Vigor
Convenção nº 110 da OIT Concernente às Condições de Emprego dos Trabalhadores Rurais (Fazendas);Multilateral;;;N/A;Política do Trabalho;8504;;;24/06/1958;Denunciado
Acordo Relativo à Adoção de Condições Uniformes e Reconhecimento Recíproco de Aprovação para Equipamentos e Acessórios de Veículos a Motor. Regulamento nº 43.;Multilateral;;;N/A;Ciência e Tecnologia;8503;;;20/06/1958;Em promulgação/MRE
"Convenção sobre a Organização e Personalidade Jurídica da ""Repartição Hidrográfica Internacional"".";Multilateral;;;N/A;Direito Internacional Público;8502;;;16/06/1958;Tramitação MRE
Convenção Relativa ao Reconhecimento e Execução de Sentenças Arbitrais Estrangeiras (Convenção de Nova York - UNCITRAL);Multilateral;;;N/A;Direito Internacional Privado;8501;;;10/06/1958;Em Vigor
Convenção sobre o Regime de Indústrias Centro-Americanas de Integração.;Multilateral;;;N/A;Economia;8500;;;10/06/1958;Em promulgação/MRE
Convenção nº 109 da OIT Concernente aos Salários, Horas de Trabalho a Bordo e Efetivos. (Revista em 1958).;Multilateral;;;N/A;Política do Trabalho;8499;;;14/05/1958;Em ratificação da(s) outra(s) Parte(s)
Convenção nº 108 da OIT Concernente aos Documentos de Identidade Nacionais dos Marítimos.;Multilateral;;;N/A;Política do Trabalho;8498;;;13/05/1958;Denunciado
Convenção sobre Pesca e Conservação dos Recursos Vivos do Alto Mar.;Multilateral;;;N/A;Pesca;8497;;;29/04/1958;Em promulgação/MRE
Convenção sobre o Mar Territorial e a Zona Contígua.;Multilateral;;;N/A;Organização Mundial do Comércio - OMC;8496;;;29/04/1958;Em promulgação/MRE
Convenção sobre o Alto Mar.;Multilateral;;;N/A;Mercosul;8495;;;29/04/1958;Em promulgação/MRE
Convenção sobre a Plataforma Continental.;Multilateral;;;N/A;Mercosul;8494;;;29/04/1958;Em promulgação/MRE
Protocolo sobre Jurisdição Compulsória da Corte Internacional de Justiça em Controvérsias Decorrentes das Convenções sobre o Direito do Mar.;Multilateral;;;N/A;Direito Internacional Público;8493;;;29/04/1958;Tramitação MRE
Acordo sobre Adoção de Consições de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 86.;Multilateral;;;N/A;Ciência e Tecnologia;8489;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 87.;Multilateral;;;N/A;Ciência e Tecnologia;8488;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 85.;Multilateral;;;N/A;Ciência e Tecnologia;8487;;;20/03/1958;Em promulgação/MRE
Acordo sobre adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 84.;Multilateral;;;N/A;Ciência e Tecnologia;8486;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 59.;Multilateral;;;N/A;Comércio Internacional;8485;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 57.;Multilateral;;;N/A;Mercosul;8484;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 56.;Multilateral;;;N/A;ONU;8483;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 55.;Multilateral;;;N/A;Mercosul;8482;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 54.;Multilateral;;;N/A;Mercosul;8481;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 53.;Multilateral;;;N/A;Mercosul;8480;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 52.;Multilateral;;;N/A;Mercosul;8479;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 50.;Multilateral;;;N/A;ONU;8478;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 5.;Multilateral;;;N/A;IMO (Organização Marítima Internacional);8477;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 49.;Multilateral;;;N/A;Mercosul;8476;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 48.;Multilateral;;;N/A;Mercosul;8475;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 47.;Multilateral;;;N/A;Política do Trabalho;8474;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 44.;Multilateral;;;N/A;Mercosul;8473;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 41.;Multilateral;;;N/A;Mercosul;8472;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 40.;Multilateral;;;N/A;Mercosul;8471;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 39.;Multilateral;;;N/A;Mercosul;8470;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 38.;Multilateral;;;N/A;Mercosul;8469;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 37.;Multilateral;;;N/A;Mercosul;8468;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 35.;Multilateral;;;N/A;Política Aduaneira;8467;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 34.;Multilateral;;;N/A;Política Aduaneira;8466;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 33.;Multilateral;;;N/A;Mercosul;8465;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 32.;Multilateral;;;N/A;Direito Penal;8464;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 31.;Multilateral;;;N/A;Política Aduaneira;8463;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 26.;Multilateral;;;N/A;Mercosul;8462;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 25.;Multilateral;;;N/A;Mercosul;8461;;;20/03/1958;Em promulgação/MRE
Acordo sobre Adoção de Condições Uniformes de Homologação e o Reconhecimento Recíproco da Homologação de Equipamentos e Peças de Veículos a Motor. Regulamento nº 24.;Multilateral;;;N/A;Mercosul;8460;;;20/03/1958;Em promulgação/MRE
